"name","value"
"Qid","guest6"
"Question","Bist du nach sozialen Medien süchtig?"
"Quotayes","0.0"
"Outlier","1"
"Outlierbounds1","20.0"
"Outlierbounds2","80.0"
,
"Trackid","Answer"
"track_4","0"
"track_5","1"
"track_6","1"
"track_7","1"
"track_8","1"
"track_9","1"
"track_10","0"
"track_11","0"
"track_12","0"
"track_13","1"
"track_14","0"
"track_15","1"
"track_16","1"
"track_17","1"
"track_18","1"
"track_19","0"
"track_20","0"
"track_21","1"
"track_22","0"
"track_23","0"
"track_24","0"
"track_25","0"
"track_26","0"
"track_27","0"
"track_28","1"
"track_29","1"
"track_30","1"
"track_31","0"
"track_32","0"
"track_33","1"
