"name","value"
"Qid","guest9"
"Question","Ist Digitalisierung ohne kapitalistische Zwänge denkbar?"
"Quotayes","52.0"
"Outlier","0"
"Outlierbounds1","20.0"
"Outlierbounds2","80.0"
,
"Trackid","Answer"
"track_4","1"
"track_5","1"
"track_6","1"
"track_7","0"
"track_8","0"
"track_9","0"
"track_10","0"
"track_11","0"
"track_12","1"
"track_13","0"
"track_14","0"
"track_15","0"
"track_16","0"
"track_17","1"
"track_18","1"
"track_19","1"
"track_20","0"
"track_21","0"
"track_22","1"
"track_23","0"
"track_24","1"
"track_25","1"
"track_26","1"
"track_27","1"
"track_28","1"
