"name","value"
"Qid","guest8"
"Question","Ist der menschliche Verstand digitalisierbar?"
"Quotayes","18.200001"
"Outlier","1"
"Outlierbounds1","20.0"
"Outlierbounds2","80.0"
,
"Trackid","Answer"
"track_4","0"
"track_5","0"
"track_6","1"
"track_7","0"
"track_8","0"
"track_9","1"
"track_10","0"
"track_11","1"
"track_12","0"
"track_13","0"
"track_14","0"
"track_15","1"
"track_16","0"
"track_17","0"
"track_18","0"
"track_19","0"
"track_20","0"
"track_21","0"
"track_22","0"
"track_23","0"
"track_24","0"
"track_25","0"
